kabupaten,adm4,provinsi,kota_kabupaten,kecamatan,desa,lat,lon,utc_datetime,local_datetime,analysis_date,suhu_c,kelembapan_pct,curah_hujan_mm,tutupan_awan_pct,kecepatan_angin,arah_angin,jarak_pandang,kondisi_cuaca,kondisi_cuaca_en,icon_cuaca
Lampung Selatan,18.01.04.2001,Lampung,Lampung Selatan,Natar,Hajimena,-5.3522829866,105.2251949247,2026-03-28 00:00:00,2026-03-28 07:00:00,2026-03-27T12:00:00,24,92,0.1,89,4.0,W,> 10 km,Cerah Berawan,Partly Cloudy,
Lampung Selatan,18.01.04.2001,Lampung,Lampung Selatan,Natar,Hajimena,-5.3522829866,105.2251949247,2026-03-28 03:00:00,2026-03-28 10:00:00,2026-03-27T12:00:00,28,77,0.3,91,2.8,NE,> 10 km,Berawan,Mostly Cloudy,
Lampung Selatan,18.01.04.2001,Lampung,Lampung Selatan,Natar,Hajimena,-5.3522829866,105.2251949247,2026-03-28 06:00:00,2026-03-28 13:00:00,2026-03-27T12:00:00,26,85,3.0,100,4.7,SE,> 10 km,Hujan Ringan,Light Rain,
Lampung Selatan,18.01.04.2001,Lampung,Lampung Selatan,Natar,Hajimena,-5.3522829866,105.2251949247,2026-03-28 09:00:00,2026-03-28 16:00:00,2026-03-27T12:00:00,25,93,0.2,100,1.6,N,< 7 km,Berawan,Mostly Cloudy,
Lampung Selatan,18.01.04.2001,Lampung,Lampung Selatan,Natar,Hajimena,-5.3522829866,105.2251949247,2026-03-28 12:00:00,2026-03-28 19:00:00,2026-03-27T12:00:00,24,97,0.3,100,4.4,W,> 10 km,Berawan,Mostly Cloudy,
Lampung Selatan,18.01.04.2001,Lampung,Lampung Selatan,Natar,Hajimena,-5.3522829866,105.2251949247,2026-03-28 15:00:00,2026-03-28 22:00:00,2026-03-27T12:00:00,23,98,2.0,100,1.0,S,> 10 km,Hujan Ringan,Light Rain,
Lampung Selatan,18.01.04.2001,Lampung,Lampung Selatan,Natar,Hajimena,-5.3522829866,105.2251949247,2026-03-28 18:00:00,2026-03-29 01:00:00,2026-03-27T12:00:00,23,98,3.3,100,3.4,SW,> 10 km,Hujan Ringan,Light Rain,
Lampung Selatan,18.01.04.2001,Lampung,Lampung Selatan,Natar,Hajimena,-5.3522829866,105.2251949247,2026-03-28 21:00:00,2026-03-29 04:00:00,2026-03-27T12:00:00,22,99,0.3,100,1.0,SW,< 3 km,Udara Kabur,Mist/Haze,
Lampung Selatan,18.01.04.2001,Lampung,Lampung Selatan,Natar,Hajimena,-5.3522829866,105.2251949247,2026-03-29 00:00:00,2026-03-29 07:00:00,2026-03-27T12:00:00,24,91,0.1,94,2.4,W,< 5 km,Udara Kabur,Mist/Haze,
Lampung Selatan,18.01.04.2001,Lampung,Lampung Selatan,Natar,Hajimena,-5.3522829866,105.2251949247,2026-03-29 03:00:00,2026-03-29 10:00:00,2026-03-27T12:00:00,28,75,0.3,91,7.4,N,> 10 km,Berawan,Mostly Cloudy,
Lampung Selatan,18.01.04.2001,Lampung,Lampung Selatan,Natar,Hajimena,-5.3522829866,105.2251949247,2026-03-29 06:00:00,2026-03-29 13:00:00,2026-03-27T12:00:00,30,71,0.3,100,5.1,N,> 10 km,Berawan,Mostly Cloudy,
Lampung Selatan,18.01.04.2001,Lampung,Lampung Selatan,Natar,Hajimena,-5.3522829866,105.2251949247,2026-03-29 09:00:00,2026-03-29 16:00:00,2026-03-27T12:00:00,26,87,0.8,100,6.9,E,> 10 km,Berawan,Mostly Cloudy,
Lampung Selatan,18.01.04.2001,Lampung,Lampung Selatan,Natar,Hajimena,-5.3522829866,105.2251949247,2026-03-29 12:00:00,2026-03-29 19:00:00,2026-03-27T12:00:00,24,97,0.5,94,2.7,W,> 10 km,Berawan,Mostly Cloudy,
Lampung Selatan,18.01.04.2001,Lampung,Lampung Selatan,Natar,Hajimena,-5.3522829866,105.2251949247,2026-03-29 15:00:00,2026-03-29 22:00:00,2026-03-27T12:00:00,23,96,0.1,89,3.7,SW,> 10 km,Cerah Berawan,Partly Cloudy,
Lampung Selatan,18.01.04.2001,Lampung,Lampung Selatan,Natar,Hajimena,-5.3522829866,105.2251949247,2026-03-29 18:00:00,2026-03-30 01:00:00,2026-03-27T12:00:00,22,99,0.0,98,1.8,W,< 9 km,Berawan,Mostly Cloudy,
Lampung Selatan,18.01.04.2001,Lampung,Lampung Selatan,Natar,Hajimena,-5.3522829866,105.2251949247,2026-03-29 21:00:00,2026-03-30 04:00:00,2026-03-27T12:00:00,22,98,0.0,97,4.2,SW,< 6 km,Berawan,Mostly Cloudy,
Lampung Selatan,18.01.04.2001,Lampung,Lampung Selatan,Natar,Hajimena,-5.3522829866,105.2251949247,2026-03-30 00:00:00,2026-03-30 07:00:00,2026-03-27T12:00:00,25,92,0.2,99,2.9,SE,< 5 km,Udara Kabur,Mist/Haze,
Lampung Selatan,18.01.04.2001,Lampung,Lampung Selatan,Natar,Hajimena,-5.3522829866,105.2251949247,2026-03-30 03:00:00,2026-03-30 10:00:00,2026-03-27T12:00:00,29,73,0.2,99,8.7,NE,> 10 km,Berawan,Mostly Cloudy,
Lampung Selatan,18.01.04.2001,Lampung,Lampung Selatan,Natar,Hajimena,-5.3522829866,105.2251949247,2026-03-30 06:00:00,2026-03-30 13:00:00,2026-03-27T12:00:00,29,73,0.3,100,8.7,NE,> 10 km,Berawan,Mostly Cloudy,
Lampung Selatan,18.01.04.2001,Lampung,Lampung Selatan,Natar,Hajimena,-5.3522829866,105.2251949247,2026-03-30 09:00:00,2026-03-30 16:00:00,2026-03-27T12:00:00,26,84,0.3,96,4.6,E,> 10 km,Berawan,Mostly Cloudy,
Lampung Selatan,18.01.04.2001,Lampung,Lampung Selatan,Natar,Hajimena,-5.3522829866,105.2251949247,2026-03-30 12:00:00,2026-03-30 19:00:00,2026-03-27T12:00:00,24,96,0.0,99,4.6,E,> 10 km,Berawan,Mostly Cloudy,
Lampung Selatan,18.01.04.2001,Lampung,Lampung Selatan,Natar,Hajimena,-5.3522829866,105.2251949247,2026-03-30 15:00:00,2026-03-30 22:00:00,2026-03-27T12:00:00,24,94,0.0,100,1.8,W,> 10 km,Berawan,Mostly Cloudy,
Lampung Tengah,18.02.01.2001,Lampung,Lampung Tengah,Kalirejo,Sri Way Langsep,-5.2488831366,104.9242667596,2026-03-28 00:00:00,2026-03-28 07:00:00,2026-03-27T12:00:00,25,89,0.1,86,4.0,E,> 10 km,Cerah Berawan,Partly Cloudy,
Lampung Tengah,18.02.01.2001,Lampung,Lampung Tengah,Kalirejo,Sri Way Langsep,-5.2488831366,104.9242667596,2026-03-28 03:00:00,2026-03-28 10:00:00,2026-03-27T12:00:00,29,78,0.7,66,4.0,E,> 10 km,Cerah Berawan,Partly Cloudy,
Lampung Tengah,18.02.01.2001,Lampung,Lampung Tengah,Kalirejo,Sri Way Langsep,-5.2488831366,104.9242667596,2026-03-28 06:00:00,2026-03-28 13:00:00,2026-03-27T12:00:00,26,84,1.7,98,3.9,N,> 10 km,Hujan Ringan,Light Rain,
Lampung Tengah,18.02.01.2001,Lampung,Lampung Tengah,Kalirejo,Sri Way Langsep,-5.2488831366,104.9242667596,2026-03-28 09:00:00,2026-03-28 16:00:00,2026-03-27T12:00:00,25,92,2.5,100,6.7,S,< 8 km,Hujan Ringan,Light Rain,
Lampung Tengah,18.02.01.2001,Lampung,Lampung Tengah,Kalirejo,Sri Way Langsep,-5.2488831366,104.9242667596,2026-03-28 12:00:00,2026-03-28 19:00:00,2026-03-27T12:00:00,24,97,1.3,99,5.3,NW,< 9 km,Hujan Ringan,Light Rain,
Lampung Tengah,18.02.01.2001,Lampung,Lampung Tengah,Kalirejo,Sri Way Langsep,-5.2488831366,104.9242667596,2026-03-28 15:00:00,2026-03-28 22:00:00,2026-03-27T12:00:00,24,98,0.0,97,1.2,N,> 10 km,Berawan,Mostly Cloudy,
Lampung Tengah,18.02.01.2001,Lampung,Lampung Tengah,Kalirejo,Sri Way Langsep,-5.2488831366,104.9242667596,2026-03-28 18:00:00,2026-03-29 01:00:00,2026-03-27T12:00:00,23,98,3.3,94,0.2,W,< 8 km,Hujan Ringan,Light Rain,
Lampung Tengah,18.02.01.2001,Lampung,Lampung Tengah,Kalirejo,Sri Way Langsep,-5.2488831366,104.9242667596,2026-03-28 21:00:00,2026-03-29 04:00:00,2026-03-27T12:00:00,23,98,0.0,100,1.7,E,< 500.0 m,Kabut/Asap,Fog/Smoke,
Lampung Tengah,18.02.01.2001,Lampung,Lampung Tengah,Kalirejo,Sri Way Langsep,-5.2488831366,104.9242667596,2026-03-29 00:00:00,2026-03-29 07:00:00,2026-03-27T12:00:00,25,90,0.0,94,1.3,W,< 4 km,Udara Kabur,Mist/Haze,
Lampung Tengah,18.02.01.2001,Lampung,Lampung Tengah,Kalirejo,Sri Way Langsep,-5.2488831366,104.9242667596,2026-03-29 03:00:00,2026-03-29 10:00:00,2026-03-27T12:00:00,28,74,0.3,89,1.9,N,> 10 km,Cerah Berawan,Partly Cloudy,
Lampung Tengah,18.02.01.2001,Lampung,Lampung Tengah,Kalirejo,Sri Way Langsep,-5.2488831366,104.9242667596,2026-03-29 06:00:00,2026-03-29 13:00:00,2026-03-27T12:00:00,30,69,1.0,91,2.3,E,> 10 km,Berawan,Mostly Cloudy,
Lampung Tengah,18.02.01.2001,Lampung,Lampung Tengah,Kalirejo,Sri Way Langsep,-5.2488831366,104.9242667596,2026-03-29 09:00:00,2026-03-29 16:00:00,2026-03-27T12:00:00,24,96,2.1,100,2.6,NE,> 10 km,Hujan Ringan,Light Rain,
Lampung Tengah,18.02.01.2001,Lampung,Lampung Tengah,Kalirejo,Sri Way Langsep,-5.2488831366,104.9242667596,2026-03-29 12:00:00,2026-03-29 19:00:00,2026-03-27T12:00:00,23,98,1.4,97,3.8,NW,> 10 km,Hujan Ringan,Light Rain,
Lampung Tengah,18.02.01.2001,Lampung,Lampung Tengah,Kalirejo,Sri Way Langsep,-5.2488831366,104.9242667596,2026-03-29 15:00:00,2026-03-29 22:00:00,2026-03-27T12:00:00,23,96,0.0,94,0.5,SW,> 10 km,Berawan,Mostly Cloudy,
Lampung Tengah,18.02.01.2001,Lampung,Lampung Tengah,Kalirejo,Sri Way Langsep,-5.2488831366,104.9242667596,2026-03-29 18:00:00,2026-03-30 01:00:00,2026-03-27T12:00:00,23,97,0.0,100,2.6,NW,< 5 km,Udara Kabur,Mist/Haze,
Lampung Tengah,18.02.01.2001,Lampung,Lampung Tengah,Kalirejo,Sri Way Langsep,-5.2488831366,104.9242667596,2026-03-29 21:00:00,2026-03-30 04:00:00,2026-03-27T12:00:00,22,98,0.0,100,0.8,SW,< 4 km,Udara Kabur,Mist/Haze,
Lampung Tengah,18.02.01.2001,Lampung,Lampung Tengah,Kalirejo,Sri Way Langsep,-5.2488831366,104.9242667596,2026-03-30 00:00:00,2026-03-30 07:00:00,2026-03-27T12:00:00,24,94,0.1,76,3.5,SW,< 3 km,Udara Kabur,Mist/Haze,
Lampung Tengah,18.02.01.2001,Lampung,Lampung Tengah,Kalirejo,Sri Way Langsep,-5.2488831366,104.9242667596,2026-03-30 03:00:00,2026-03-30 10:00:00,2026-03-27T12:00:00,29,72,0.1,85,4.7,E,> 10 km,Cerah Berawan,Partly Cloudy,
Lampung Tengah,18.02.01.2001,Lampung,Lampung Tengah,Kalirejo,Sri Way Langsep,-5.2488831366,104.9242667596,2026-03-30 06:00:00,2026-03-30 13:00:00,2026-03-27T12:00:00,29,78,0.7,100,4.7,E,> 10 km,Berawan,Mostly Cloudy,
Lampung Tengah,18.02.01.2001,Lampung,Lampung Tengah,Kalirejo,Sri Way Langsep,-5.2488831366,104.9242667596,2026-03-30 09:00:00,2026-03-30 16:00:00,2026-03-27T12:00:00,25,89,0.7,97,0.9,SE,> 10 km,Berawan,Mostly Cloudy,
Lampung Tengah,18.02.01.2001,Lampung,Lampung Tengah,Kalirejo,Sri Way Langsep,-5.2488831366,104.9242667596,2026-03-30 12:00:00,2026-03-30 19:00:00,2026-03-27T12:00:00,24,94,0.0,98,0.9,SE,> 10 km,Berawan,Mostly Cloudy,
Lampung Tengah,18.02.01.2001,Lampung,Lampung Tengah,Kalirejo,Sri Way Langsep,-5.2488831366,104.9242667596,2026-03-30 15:00:00,2026-03-30 22:00:00,2026-03-27T12:00:00,23,95,0.0,100,1.8,NW,< 6 km,Berawan,Mostly Cloudy,
Lampung Utara,18.03.01.1001,Lampung,Lampung Utara,Bukit Kemuning,Bukit Kemuning,-4.8547976637,104.5665214566,2026-03-28 00:00:00,2026-03-28 07:00:00,2026-03-27T12:00:00,24,90,0.1,87,3.7,S,> 10 km,Cerah Berawan,Partly Cloudy,
Lampung Utara,18.03.01.1001,Lampung,Lampung Utara,Bukit Kemuning,Bukit Kemuning,-4.8547976637,104.5665214566,2026-03-28 03:00:00,2026-03-28 10:00:00,2026-03-27T12:00:00,27,79,0.3,84,7.2,NE,> 10 km,Cerah Berawan,Partly Cloudy,
Lampung Utara,18.03.01.1001,Lampung,Lampung Utara,Bukit Kemuning,Bukit Kemuning,-4.8547976637,104.5665214566,2026-03-28 06:00:00,2026-03-28 13:00:00,2026-03-27T12:00:00,27,81,1.2,99,5.3,N,> 10 km,Hujan Ringan,Light Rain,
Lampung Utara,18.03.01.1001,Lampung,Lampung Utara,Bukit Kemuning,Bukit Kemuning,-4.8547976637,104.5665214566,2026-03-28 09:00:00,2026-03-28 16:00:00,2026-03-27T12:00:00,24,90,1.2,100,4.9,N,> 10 km,Hujan Ringan,Light Rain,
Lampung Utara,18.03.01.1001,Lampung,Lampung Utara,Bukit Kemuning,Bukit Kemuning,-4.8547976637,104.5665214566,2026-03-28 12:00:00,2026-03-28 19:00:00,2026-03-27T12:00:00,23,96,1.3,100,5.5,S,> 10 km,Hujan Ringan,Light Rain,
Lampung Utara,18.03.01.1001,Lampung,Lampung Utara,Bukit Kemuning,Bukit Kemuning,-4.8547976637,104.5665214566,2026-03-28 15:00:00,2026-03-28 22:00:00,2026-03-27T12:00:00,22,98,2.7,97,0.4,SW,> 10 km,Hujan Petir,Thunderstorm,
Lampung Utara,18.03.01.1001,Lampung,Lampung Utara,Bukit Kemuning,Bukit Kemuning,-4.8547976637,104.5665214566,2026-03-28 18:00:00,2026-03-29 01:00:00,2026-03-27T12:00:00,22,96,0.3,93,1.3,S,> 10 km,Petir,Thunder,
Lampung Utara,18.03.01.1001,Lampung,Lampung Utara,Bukit Kemuning,Bukit Kemuning,-4.8547976637,104.5665214566,2026-03-28 21:00:00,2026-03-29 04:00:00,2026-03-27T12:00:00,21,97,0.0,97,2.5,S,< 7 km,Berawan,Mostly Cloudy,
Lampung Utara,18.03.01.1001,Lampung,Lampung Utara,Bukit Kemuning,Bukit Kemuning,-4.8547976637,104.5665214566,2026-03-29 00:00:00,2026-03-29 07:00:00,2026-03-27T12:00:00,24,89,0.1,49,2.1,S,< 8 km,Cerah,Sunny,
Lampung Utara,18.03.01.1001,Lampung,Lampung Utara,Bukit Kemuning,Bukit Kemuning,-4.8547976637,104.5665214566,2026-03-29 03:00:00,2026-03-29 10:00:00,2026-03-27T12:00:00,28,73,0.3,92,6.1,N,> 10 km,Berawan,Mostly Cloudy,
Lampung Utara,18.03.01.1001,Lampung,Lampung Utara,Bukit Kemuning,Bukit Kemuning,-4.8547976637,104.5665214566,2026-03-29 06:00:00,2026-03-29 13:00:00,2026-03-27T12:00:00,28,74,1.0,100,7.0,N,> 10 km,Berawan,Mostly Cloudy,
Lampung Utara,18.03.01.1001,Lampung,Lampung Utara,Bukit Kemuning,Bukit Kemuning,-4.8547976637,104.5665214566,2026-03-29 09:00:00,2026-03-29 16:00:00,2026-03-27T12:00:00,26,89,3.8,100,4.8,NE,> 10 km,Hujan Ringan,Light Rain,
Lampung Utara,18.03.01.1001,Lampung,Lampung Utara,Bukit Kemuning,Bukit Kemuning,-4.8547976637,104.5665214566,2026-03-29 12:00:00,2026-03-29 19:00:00,2026-03-27T12:00:00,22,97,1.0,96,3.2,NE,< 3 km,Hujan Petir,Thunderstorm,
Lampung Utara,18.03.01.1001,Lampung,Lampung Utara,Bukit Kemuning,Bukit Kemuning,-4.8547976637,104.5665214566,2026-03-29 15:00:00,2026-03-29 22:00:00,2026-03-27T12:00:00,22,96,0.0,91,3.9,S,> 10 km,Berawan,Mostly Cloudy,
Lampung Utara,18.03.01.1001,Lampung,Lampung Utara,Bukit Kemuning,Bukit Kemuning,-4.8547976637,104.5665214566,2026-03-29 18:00:00,2026-03-30 01:00:00,2026-03-27T12:00:00,22,94,0.0,100,1.2,SW,> 10 km,Berawan,Mostly Cloudy,
Lampung Utara,18.03.01.1001,Lampung,Lampung Utara,Bukit Kemuning,Bukit Kemuning,-4.8547976637,104.5665214566,2026-03-29 21:00:00,2026-03-30 04:00:00,2026-03-27T12:00:00,21,95,0.0,89,2.2,S,> 10 km,Cerah Berawan,Partly Cloudy,
Lampung Utara,18.03.01.1001,Lampung,Lampung Utara,Bukit Kemuning,Bukit Kemuning,-4.8547976637,104.5665214566,2026-03-30 00:00:00,2026-03-30 07:00:00,2026-03-27T12:00:00,24,91,0.1,11,3.1,S,< 7 km,Cerah,Sunny,
Lampung Utara,18.03.01.1001,Lampung,Lampung Utara,Bukit Kemuning,Bukit Kemuning,-4.8547976637,104.5665214566,2026-03-30 03:00:00,2026-03-30 10:00:00,2026-03-27T12:00:00,28,76,0.1,98,2.7,N,> 10 km,Berawan,Mostly Cloudy,
Lampung Utara,18.03.01.1001,Lampung,Lampung Utara,Bukit Kemuning,Bukit Kemuning,-4.8547976637,104.5665214566,2026-03-30 06:00:00,2026-03-30 13:00:00,2026-03-27T12:00:00,29,74,1.3,94,2.7,N,> 10 km,Hujan Ringan,Light Rain,
Lampung Utara,18.03.01.1001,Lampung,Lampung Utara,Bukit Kemuning,Bukit Kemuning,-4.8547976637,104.5665214566,2026-03-30 09:00:00,2026-03-30 16:00:00,2026-03-27T12:00:00,26,88,1.3,100,2.1,SE,> 10 km,Hujan Ringan,Light Rain,
Lampung Utara,18.03.01.1001,Lampung,Lampung Utara,Bukit Kemuning,Bukit Kemuning,-4.8547976637,104.5665214566,2026-03-30 12:00:00,2026-03-30 19:00:00,2026-03-27T12:00:00,23,97,0.2,100,2.1,SE,> 10 km,Berawan,Mostly Cloudy,
Lampung Utara,18.03.01.1001,Lampung,Lampung Utara,Bukit Kemuning,Bukit Kemuning,-4.8547976637,104.5665214566,2026-03-30 15:00:00,2026-03-30 22:00:00,2026-03-27T12:00:00,23,95,0.2,98,3.3,W,> 10 km,Berawan,Mostly Cloudy,
Lampung Barat,18.04.04.1001,Lampung,Lampung Barat,Balik Bukit,Pasar Liwa,-5.0219820018,104.0793320721,2026-03-28 00:00:00,2026-03-28 07:00:00,2026-03-27T12:00:00,22,88,0.0,86,2.7,N,> 10 km,Cerah Berawan,Partly Cloudy,
Lampung Barat,18.04.04.1001,Lampung,Lampung Barat,Balik Bukit,Pasar Liwa,-5.0219820018,104.0793320721,2026-03-28 03:00:00,2026-03-28 10:00:00,2026-03-27T12:00:00,25,69,0.3,91,6.1,SW,> 10 km,Berawan,Mostly Cloudy,
Lampung Barat,18.04.04.1001,Lampung,Lampung Barat,Balik Bukit,Pasar Liwa,-5.0219820018,104.0793320721,2026-03-28 06:00:00,2026-03-28 13:00:00,2026-03-27T12:00:00,26,74,0.9,100,5.3,SW,> 10 km,Berawan,Mostly Cloudy,
Lampung Barat,18.04.04.1001,Lampung,Lampung Barat,Balik Bukit,Pasar Liwa,-5.0219820018,104.0793320721,2026-03-28 09:00:00,2026-03-28 16:00:00,2026-03-27T12:00:00,22,92,0.1,100,3.2,SW,> 10 km,Berawan,Mostly Cloudy,
Lampung Barat,18.04.04.1001,Lampung,Lampung Barat,Balik Bukit,Pasar Liwa,-5.0219820018,104.0793320721,2026-03-28 12:00:00,2026-03-28 19:00:00,2026-03-27T12:00:00,20,99,0.3,100,2.1,SW,> 10 km,Berawan,Mostly Cloudy,
Lampung Barat,18.04.04.1001,Lampung,Lampung Barat,Balik Bukit,Pasar Liwa,-5.0219820018,104.0793320721,2026-03-28 15:00:00,2026-03-28 22:00:00,2026-03-27T12:00:00,19,99,0.0,97,2.6,NE,< 3 km,Udara Kabur,Mist/Haze,
Lampung Barat,18.04.04.1001,Lampung,Lampung Barat,Balik Bukit,Pasar Liwa,-5.0219820018,104.0793320721,2026-03-28 18:00:00,2026-03-29 01:00:00,2026-03-27T12:00:00,18,99,0.0,93,2.9,N,> 10 km,Berawan,Mostly Cloudy,
Lampung Barat,18.04.04.1001,Lampung,Lampung Barat,Balik Bukit,Pasar Liwa,-5.0219820018,104.0793320721,2026-03-28 21:00:00,2026-03-29 04:00:00,2026-03-27T12:00:00,17,98,0.0,98,0.6,N,< 2 km,Udara Kabur,Mist/Haze,
Lampung Barat,18.04.04.1001,Lampung,Lampung Barat,Balik Bukit,Pasar Liwa,-5.0219820018,104.0793320721,2026-03-29 00:00:00,2026-03-29 07:00:00,2026-03-27T12:00:00,22,90,0.0,92,2.6,NE,> 10 km,Berawan,Mostly Cloudy,
