kabupaten,adm4,provinsi,kota_kabupaten,kecamatan,desa,lat,lon,utc_datetime,local_datetime,analysis_date,suhu_c,kelembapan_pct,curah_hujan_mm,tutupan_awan_pct,kecepatan_angin,arah_angin,jarak_pandang,kondisi_cuaca,kondisi_cuaca_en,icon_cuaca
Tulang Bawang Barat,18.12.01.1001,Lampung,Tulang Bawang Barat,Tulang Bawang Tengah,Mulyo Asri,-4.628530939,105.1575663657,2026-03-28 00:00:00,2026-03-28 07:00:00,2026-03-27T12:00:00,25,90,0.1,92,6.7,N,> 10 km,Berawan,Mostly Cloudy,
Tulang Bawang Barat,18.12.01.1001,Lampung,Tulang Bawang Barat,Tulang Bawang Tengah,Mulyo Asri,-4.628530939,105.1575663657,2026-03-28 03:00:00,2026-03-28 10:00:00,2026-03-27T12:00:00,28,78,0.3,84,2.3,N,> 10 km,Cerah Berawan,Partly Cloudy,
Tulang Bawang Barat,18.12.01.1001,Lampung,Tulang Bawang Barat,Tulang Bawang Tengah,Mulyo Asri,-4.628530939,105.1575663657,2026-03-28 06:00:00,2026-03-28 13:00:00,2026-03-27T12:00:00,30,74,0.3,100,6.1,NE,> 10 km,Berawan,Mostly Cloudy,
Tulang Bawang Barat,18.12.01.1001,Lampung,Tulang Bawang Barat,Tulang Bawang Tengah,Mulyo Asri,-4.628530939,105.1575663657,2026-03-28 09:00:00,2026-03-28 16:00:00,2026-03-27T12:00:00,25,93,1.1,96,6.7,E,> 10 km,Hujan Ringan,Light Rain,
Tulang Bawang Barat,18.12.01.1001,Lampung,Tulang Bawang Barat,Tulang Bawang Tengah,Mulyo Asri,-4.628530939,105.1575663657,2026-03-28 12:00:00,2026-03-28 19:00:00,2026-03-27T12:00:00,24,96,0.3,100,4.3,SW,> 10 km,Berawan,Mostly Cloudy,
Tulang Bawang Barat,18.12.01.1001,Lampung,Tulang Bawang Barat,Tulang Bawang Tengah,Mulyo Asri,-4.628530939,105.1575663657,2026-03-28 15:00:00,2026-03-28 22:00:00,2026-03-27T12:00:00,24,98,0.0,100,1.2,NE,> 10 km,Berawan,Mostly Cloudy,
Tulang Bawang Barat,18.12.01.1001,Lampung,Tulang Bawang Barat,Tulang Bawang Tengah,Mulyo Asri,-4.628530939,105.1575663657,2026-03-28 18:00:00,2026-03-29 01:00:00,2026-03-27T12:00:00,23,99,3.3,100,3.3,W,> 10 km,Hujan Ringan,Light Rain,
Tulang Bawang Barat,18.12.01.1001,Lampung,Tulang Bawang Barat,Tulang Bawang Tengah,Mulyo Asri,-4.628530939,105.1575663657,2026-03-28 21:00:00,2026-03-29 04:00:00,2026-03-27T12:00:00,23,99,0.3,83,0.2,E,< 8 km,Petir,Thunder,
Tulang Bawang Barat,18.12.01.1001,Lampung,Tulang Bawang Barat,Tulang Bawang Tengah,Mulyo Asri,-4.628530939,105.1575663657,2026-03-29 00:00:00,2026-03-29 07:00:00,2026-03-27T12:00:00,25,90,0.1,43,2.6,NE,> 10 km,Cerah,Sunny,
Tulang Bawang Barat,18.12.01.1001,Lampung,Tulang Bawang Barat,Tulang Bawang Tengah,Mulyo Asri,-4.628530939,105.1575663657,2026-03-29 03:00:00,2026-03-29 10:00:00,2026-03-27T12:00:00,29,77,0.7,46,4.4,NW,> 10 km,Cerah,Sunny,
Tulang Bawang Barat,18.12.01.1001,Lampung,Tulang Bawang Barat,Tulang Bawang Tengah,Mulyo Asri,-4.628530939,105.1575663657,2026-03-29 06:00:00,2026-03-29 13:00:00,2026-03-27T12:00:00,31,71,1.0,100,4.8,N,> 10 km,Berawan,Mostly Cloudy,
Tulang Bawang Barat,18.12.01.1001,Lampung,Tulang Bawang Barat,Tulang Bawang Tengah,Mulyo Asri,-4.628530939,105.1575663657,2026-03-29 09:00:00,2026-03-29 16:00:00,2026-03-27T12:00:00,28,83,1.1,100,4.7,N,> 10 km,Hujan Ringan,Light Rain,
Tulang Bawang Barat,18.12.01.1001,Lampung,Tulang Bawang Barat,Tulang Bawang Tengah,Mulyo Asri,-4.628530939,105.1575663657,2026-03-29 12:00:00,2026-03-29 19:00:00,2026-03-27T12:00:00,24,97,0.4,94,8.0,S,< 8 km,Berawan,Mostly Cloudy,
Tulang Bawang Barat,18.12.01.1001,Lampung,Tulang Bawang Barat,Tulang Bawang Tengah,Mulyo Asri,-4.628530939,105.1575663657,2026-03-29 15:00:00,2026-03-29 22:00:00,2026-03-27T12:00:00,24,97,0.0,89,2.6,SE,> 10 km,Cerah Berawan,Partly Cloudy,
Tulang Bawang Barat,18.12.01.1001,Lampung,Tulang Bawang Barat,Tulang Bawang Tengah,Mulyo Asri,-4.628530939,105.1575663657,2026-03-29 18:00:00,2026-03-30 01:00:00,2026-03-27T12:00:00,23,98,0.3,100,1.5,NW,> 10 km,Berawan,Mostly Cloudy,
Tulang Bawang Barat,18.12.01.1001,Lampung,Tulang Bawang Barat,Tulang Bawang Tengah,Mulyo Asri,-4.628530939,105.1575663657,2026-03-29 21:00:00,2026-03-30 04:00:00,2026-03-27T12:00:00,23,99,0.0,100,2.3,S,> 10 km,Berawan,Mostly Cloudy,
Tulang Bawang Barat,18.12.01.1001,Lampung,Tulang Bawang Barat,Tulang Bawang Tengah,Mulyo Asri,-4.628530939,105.1575663657,2026-03-30 00:00:00,2026-03-30 07:00:00,2026-03-27T12:00:00,25,90,0.1,63,2.9,SE,> 10 km,Cerah Berawan,Partly Cloudy,
Tulang Bawang Barat,18.12.01.1001,Lampung,Tulang Bawang Barat,Tulang Bawang Tengah,Mulyo Asri,-4.628530939,105.1575663657,2026-03-30 03:00:00,2026-03-30 10:00:00,2026-03-27T12:00:00,29,72,0.1,44,7.4,NE,> 10 km,Cerah,Sunny,
Tulang Bawang Barat,18.12.01.1001,Lampung,Tulang Bawang Barat,Tulang Bawang Tengah,Mulyo Asri,-4.628530939,105.1575663657,2026-03-30 06:00:00,2026-03-30 13:00:00,2026-03-27T12:00:00,31,70,0.4,98,7.4,NE,> 10 km,Berawan,Mostly Cloudy,
Tulang Bawang Barat,18.12.01.1001,Lampung,Tulang Bawang Barat,Tulang Bawang Tengah,Mulyo Asri,-4.628530939,105.1575663657,2026-03-30 09:00:00,2026-03-30 16:00:00,2026-03-27T12:00:00,28,85,0.4,100,4.9,SE,> 10 km,Berawan,Mostly Cloudy,
Tulang Bawang Barat,18.12.01.1001,Lampung,Tulang Bawang Barat,Tulang Bawang Tengah,Mulyo Asri,-4.628530939,105.1575663657,2026-03-30 12:00:00,2026-03-30 19:00:00,2026-03-27T12:00:00,25,95,1.3,100,4.9,SE,> 10 km,Hujan Ringan,Light Rain,
Tulang Bawang Barat,18.12.01.1001,Lampung,Tulang Bawang Barat,Tulang Bawang Tengah,Mulyo Asri,-4.628530939,105.1575663657,2026-03-30 15:00:00,2026-03-30 22:00:00,2026-03-27T12:00:00,23,98,1.3,100,7.2,W,< 2 km,Hujan Ringan,Light Rain,
Pesisir Barat,18.13.01.2001,Lampung,Pesisir Barat,Pesisir Tengah,Way Redak,-5.2099963035,103.9284727241,2026-03-27 23:00:00,2026-03-28 06:00:00,2026-03-27T12:00:00,25,92,0.7,90,3.0,SE,> 10 km,Cerah Berawan,Partly Cloudy,
Pesisir Barat,18.13.01.2001,Lampung,Pesisir Barat,Pesisir Tengah,Way Redak,-5.2099963035,103.9284727241,2026-03-28 02:00:00,2026-03-28 09:00:00,2026-03-27T12:00:00,28,77,0.0,74,6.8,S,> 10 km,Cerah Berawan,Partly Cloudy,
Pesisir Barat,18.13.01.2001,Lampung,Pesisir Barat,Pesisir Tengah,Way Redak,-5.2099963035,103.9284727241,2026-03-28 05:00:00,2026-03-28 12:00:00,2026-03-27T12:00:00,28,77,0.0,93,11.6,SW,> 10 km,Berawan,Mostly Cloudy,
Pesisir Barat,18.13.01.2001,Lampung,Pesisir Barat,Pesisir Tengah,Way Redak,-5.2099963035,103.9284727241,2026-03-28 08:00:00,2026-03-28 15:00:00,2026-03-27T12:00:00,28,77,0.1,100,0.4,SE,> 10 km,Berawan,Mostly Cloudy,
Pesisir Barat,18.13.01.2001,Lampung,Pesisir Barat,Pesisir Tengah,Way Redak,-5.2099963035,103.9284727241,2026-03-28 11:00:00,2026-03-28 18:00:00,2026-03-27T12:00:00,26,84,0.1,100,4.9,W,> 10 km,Berawan,Mostly Cloudy,
Pesisir Barat,18.13.01.2001,Lampung,Pesisir Barat,Pesisir Tengah,Way Redak,-5.2099963035,103.9284727241,2026-03-28 14:00:00,2026-03-28 21:00:00,2026-03-27T12:00:00,26,88,0.3,69,6.2,N,> 10 km,Cerah Berawan,Partly Cloudy,
Pesisir Barat,18.13.01.2001,Lampung,Pesisir Barat,Pesisir Tengah,Way Redak,-5.2099963035,103.9284727241,2026-03-28 17:00:00,2026-03-29 00:00:00,2026-03-27T12:00:00,25,90,0.0,100,5.4,N,> 10 km,Berawan,Mostly Cloudy,
Pesisir Barat,18.13.01.2001,Lampung,Pesisir Barat,Pesisir Tengah,Way Redak,-5.2099963035,103.9284727241,2026-03-28 20:00:00,2026-03-29 03:00:00,2026-03-27T12:00:00,24,96,0.0,100,5.6,N,> 10 km,Berawan,Mostly Cloudy,
Pesisir Barat,18.13.01.2001,Lampung,Pesisir Barat,Pesisir Tengah,Way Redak,-5.2099963035,103.9284727241,2026-03-28 23:00:00,2026-03-29 06:00:00,2026-03-27T12:00:00,25,89,0.0,85,6.7,NE,> 10 km,Cerah Berawan,Partly Cloudy,
Pesisir Barat,18.13.01.2001,Lampung,Pesisir Barat,Pesisir Tengah,Way Redak,-5.2099963035,103.9284727241,2026-03-29 02:00:00,2026-03-29 09:00:00,2026-03-27T12:00:00,29,69,0.0,80,9.7,S,> 10 km,Cerah Berawan,Partly Cloudy,
Pesisir Barat,18.13.01.2001,Lampung,Pesisir Barat,Pesisir Tengah,Way Redak,-5.2099963035,103.9284727241,2026-03-29 05:00:00,2026-03-29 12:00:00,2026-03-27T12:00:00,29,71,0.7,99,8.2,S,> 10 km,Berawan,Mostly Cloudy,
Pesisir Barat,18.13.01.2001,Lampung,Pesisir Barat,Pesisir Tengah,Way Redak,-5.2099963035,103.9284727241,2026-03-29 08:00:00,2026-03-29 15:00:00,2026-03-27T12:00:00,29,72,1.0,97,8.1,S,> 10 km,Berawan,Mostly Cloudy,
Pesisir Barat,18.13.01.2001,Lampung,Pesisir Barat,Pesisir Tengah,Way Redak,-5.2099963035,103.9284727241,2026-03-29 11:00:00,2026-03-29 18:00:00,2026-03-27T12:00:00,28,74,0.0,99,0.8,NE,> 10 km,Berawan,Mostly Cloudy,
Pesisir Barat,18.13.01.2001,Lampung,Pesisir Barat,Pesisir Tengah,Way Redak,-5.2099963035,103.9284727241,2026-03-29 14:00:00,2026-03-29 21:00:00,2026-03-27T12:00:00,27,82,0.0,100,6.2,E,> 10 km,Berawan,Mostly Cloudy,
Pesisir Barat,18.13.01.2001,Lampung,Pesisir Barat,Pesisir Tengah,Way Redak,-5.2099963035,103.9284727241,2026-03-29 17:00:00,2026-03-30 00:00:00,2026-03-27T12:00:00,26,92,0.0,100,6.5,N,> 10 km,Berawan,Mostly Cloudy,
Pesisir Barat,18.13.01.2001,Lampung,Pesisir Barat,Pesisir Tengah,Way Redak,-5.2099963035,103.9284727241,2026-03-29 20:00:00,2026-03-30 03:00:00,2026-03-27T12:00:00,24,95,0.0,100,7.7,NE,> 10 km,Berawan,Mostly Cloudy,
Pesisir Barat,18.13.01.2001,Lampung,Pesisir Barat,Pesisir Tengah,Way Redak,-5.2099963035,103.9284727241,2026-03-29 23:00:00,2026-03-30 06:00:00,2026-03-27T12:00:00,25,89,0.0,97,8.4,NE,> 10 km,Berawan,Mostly Cloudy,
Bandar Lampung,18.71.01.1003,Lampung,Kota Bandar Lampung,Kedaton,Kedaton,-5.3833538112,105.2634916252,2026-03-28 00:00:00,2026-03-28 07:00:00,2026-03-27T12:00:00,25,90,0.1,88,5.9,W,> 10 km,Cerah Berawan,Partly Cloudy,
Bandar Lampung,18.71.01.1003,Lampung,Kota Bandar Lampung,Kedaton,Kedaton,-5.3833538112,105.2634916252,2026-03-28 03:00:00,2026-03-28 10:00:00,2026-03-27T12:00:00,29,76,0.3,90,1.2,NW,> 10 km,Berawan,Mostly Cloudy,
Bandar Lampung,18.71.01.1003,Lampung,Kota Bandar Lampung,Kedaton,Kedaton,-5.3833538112,105.2634916252,2026-03-28 06:00:00,2026-03-28 13:00:00,2026-03-27T12:00:00,27,83,2.5,100,5.4,SE,> 10 km,Hujan Ringan,Light Rain,
Bandar Lampung,18.71.01.1003,Lampung,Kota Bandar Lampung,Kedaton,Kedaton,-5.3833538112,105.2634916252,2026-03-28 09:00:00,2026-03-28 16:00:00,2026-03-27T12:00:00,25,92,0.1,100,6.9,W,< 8 km,Berawan,Mostly Cloudy,
Bandar Lampung,18.71.01.1003,Lampung,Kota Bandar Lampung,Kedaton,Kedaton,-5.3833538112,105.2634916252,2026-03-28 12:00:00,2026-03-28 19:00:00,2026-03-27T12:00:00,24,96,0.3,100,5.3,W,> 10 km,Berawan,Mostly Cloudy,
Bandar Lampung,18.71.01.1003,Lampung,Kota Bandar Lampung,Kedaton,Kedaton,-5.3833538112,105.2634916252,2026-03-28 15:00:00,2026-03-28 22:00:00,2026-03-27T12:00:00,23,97,2.0,100,0.7,NW,> 10 km,Hujan Ringan,Light Rain,
Bandar Lampung,18.71.01.1003,Lampung,Kota Bandar Lampung,Kedaton,Kedaton,-5.3833538112,105.2634916252,2026-03-28 18:00:00,2026-03-29 01:00:00,2026-03-27T12:00:00,23,97,3.3,100,3.6,W,> 10 km,Hujan Ringan,Light Rain,
Bandar Lampung,18.71.01.1003,Lampung,Kota Bandar Lampung,Kedaton,Kedaton,-5.3833538112,105.2634916252,2026-03-28 21:00:00,2026-03-29 04:00:00,2026-03-27T12:00:00,22,98,0.0,99,4.8,W,< 8 km,Berawan,Mostly Cloudy,
Bandar Lampung,18.71.01.1003,Lampung,Kota Bandar Lampung,Kedaton,Kedaton,-5.3833538112,105.2634916252,2026-03-29 00:00:00,2026-03-29 07:00:00,2026-03-27T12:00:00,24,91,0.0,92,6.0,NW,> 10 km,Berawan,Mostly Cloudy,
Bandar Lampung,18.71.01.1003,Lampung,Kota Bandar Lampung,Kedaton,Kedaton,-5.3833538112,105.2634916252,2026-03-29 03:00:00,2026-03-29 10:00:00,2026-03-27T12:00:00,29,73,0.3,90,7.8,NW,> 10 km,Cerah Berawan,Partly Cloudy,
Bandar Lampung,18.71.01.1003,Lampung,Kota Bandar Lampung,Kedaton,Kedaton,-5.3833538112,105.2634916252,2026-03-29 06:00:00,2026-03-29 13:00:00,2026-03-27T12:00:00,30,72,0.3,100,5.5,N,> 10 km,Berawan,Mostly Cloudy,
Bandar Lampung,18.71.01.1003,Lampung,Kota Bandar Lampung,Kedaton,Kedaton,-5.3833538112,105.2634916252,2026-03-29 09:00:00,2026-03-29 16:00:00,2026-03-27T12:00:00,26,86,0.4,100,11.2,E,> 10 km,Berawan,Mostly Cloudy,
Bandar Lampung,18.71.01.1003,Lampung,Kota Bandar Lampung,Kedaton,Kedaton,-5.3833538112,105.2634916252,2026-03-29 12:00:00,2026-03-29 19:00:00,2026-03-27T12:00:00,24,94,0.3,93,3.1,W,> 10 km,Berawan,Mostly Cloudy,
Bandar Lampung,18.71.01.1003,Lampung,Kota Bandar Lampung,Kedaton,Kedaton,-5.3833538112,105.2634916252,2026-03-29 15:00:00,2026-03-29 22:00:00,2026-03-27T12:00:00,23,96,0.2,87,4.4,W,> 10 km,Cerah Berawan,Partly Cloudy,
Bandar Lampung,18.71.01.1003,Lampung,Kota Bandar Lampung,Kedaton,Kedaton,-5.3833538112,105.2634916252,2026-03-29 18:00:00,2026-03-30 01:00:00,2026-03-27T12:00:00,23,98,0.0,98,2.2,NW,< 6 km,Berawan,Mostly Cloudy,
Bandar Lampung,18.71.01.1003,Lampung,Kota Bandar Lampung,Kedaton,Kedaton,-5.3833538112,105.2634916252,2026-03-29 21:00:00,2026-03-30 04:00:00,2026-03-27T12:00:00,22,98,0.0,97,3.0,W,< 10 km,Berawan,Mostly Cloudy,
Bandar Lampung,18.71.01.1003,Lampung,Kota Bandar Lampung,Kedaton,Kedaton,-5.3833538112,105.2634916252,2026-03-30 00:00:00,2026-03-30 07:00:00,2026-03-27T12:00:00,25,91,0.2,99,1.8,E,< 5 km,Udara Kabur,Mist/Haze,
Bandar Lampung,18.71.01.1003,Lampung,Kota Bandar Lampung,Kedaton,Kedaton,-5.3833538112,105.2634916252,2026-03-30 03:00:00,2026-03-30 10:00:00,2026-03-27T12:00:00,29,72,0.2,100,7.1,NE,> 10 km,Berawan,Mostly Cloudy,
Bandar Lampung,18.71.01.1003,Lampung,Kota Bandar Lampung,Kedaton,Kedaton,-5.3833538112,105.2634916252,2026-03-30 06:00:00,2026-03-30 13:00:00,2026-03-27T12:00:00,30,72,0.4,100,7.1,NE,> 10 km,Berawan,Mostly Cloudy,
Bandar Lampung,18.71.01.1003,Lampung,Kota Bandar Lampung,Kedaton,Kedaton,-5.3833538112,105.2634916252,2026-03-30 09:00:00,2026-03-30 16:00:00,2026-03-27T12:00:00,26,85,0.4,97,1.8,SE,> 10 km,Berawan,Mostly Cloudy,
Bandar Lampung,18.71.01.1003,Lampung,Kota Bandar Lampung,Kedaton,Kedaton,-5.3833538112,105.2634916252,2026-03-30 12:00:00,2026-03-30 19:00:00,2026-03-27T12:00:00,24,95,0.1,98,1.8,SE,> 10 km,Berawan,Mostly Cloudy,
Bandar Lampung,18.71.01.1003,Lampung,Kota Bandar Lampung,Kedaton,Kedaton,-5.3833538112,105.2634916252,2026-03-30 15:00:00,2026-03-30 22:00:00,2026-03-27T12:00:00,24,92,0.1,100,5.4,N,> 10 km,Berawan,Mostly Cloudy,
Metro,18.72.01.1001,Lampung,Kota Metro,Metro Pusat,Metro,-5.121654664,105.3044740898,2026-03-27 23:00:00,2026-03-28 06:00:00,2026-03-27T12:00:00,24,95,0.3,93,6.9,W,> 10 km,Berawan,Mostly Cloudy,
Metro,18.72.01.1001,Lampung,Kota Metro,Metro Pusat,Metro,-5.121654664,105.3044740898,2026-03-28 02:00:00,2026-03-28 09:00:00,2026-03-27T12:00:00,27,80,0.0,83,1.9,NW,> 10 km,Cerah Berawan,Partly Cloudy,
Metro,18.72.01.1001,Lampung,Kota Metro,Metro Pusat,Metro,-5.121654664,105.3044740898,2026-03-28 05:00:00,2026-03-28 12:00:00,2026-03-27T12:00:00,29,78,0.3,97,4.7,NE,> 10 km,Berawan,Mostly Cloudy,
Metro,18.72.01.1001,Lampung,Kota Metro,Metro Pusat,Metro,-5.121654664,105.3044740898,2026-03-28 08:00:00,2026-03-28 15:00:00,2026-03-27T12:00:00,24,91,2.0,100,16.8,S,< 7 km,Hujan Ringan,Light Rain,
Metro,18.72.01.1001,Lampung,Kota Metro,Metro Pusat,Metro,-5.121654664,105.3044740898,2026-03-28 11:00:00,2026-03-28 18:00:00,2026-03-27T12:00:00,24,95,2.1,100,3.8,W,> 10 km,Hujan Ringan,Light Rain,
Metro,18.72.01.1001,Lampung,Kota Metro,Metro Pusat,Metro,-5.121654664,105.3044740898,2026-03-28 14:00:00,2026-03-28 21:00:00,2026-03-27T12:00:00,24,95,0.3,100,2.4,NW,> 10 km,Berawan,Mostly Cloudy,
Metro,18.72.01.1001,Lampung,Kota Metro,Metro Pusat,Metro,-5.121654664,105.3044740898,2026-03-28 17:00:00,2026-03-29 00:00:00,2026-03-27T12:00:00,23,98,0.0,100,3.5,W,> 10 km,Berawan,Mostly Cloudy,
Metro,18.72.01.1001,Lampung,Kota Metro,Metro Pusat,Metro,-5.121654664,105.3044740898,2026-03-28 20:00:00,2026-03-29 03:00:00,2026-03-27T12:00:00,23,99,3.3,93,1.1,W,> 10 km,Hujan Ringan,Light Rain,
Metro,18.72.01.1001,Lampung,Kota Metro,Metro Pusat,Metro,-5.121654664,105.3044740898,2026-03-28 23:00:00,2026-03-29 06:00:00,2026-03-27T12:00:00,23,99,0.3,100,4.5,N,< 4 km,Udara Kabur,Mist/Haze,
Metro,18.72.01.1001,Lampung,Kota Metro,Metro Pusat,Metro,-5.121654664,105.3044740898,2026-03-29 02:00:00,2026-03-29 09:00:00,2026-03-27T12:00:00,27,80,0.0,84,3.6,NW,> 10 km,Cerah Berawan,Partly Cloudy,
Metro,18.72.01.1001,Lampung,Kota Metro,Metro Pusat,Metro,-5.121654664,105.3044740898,2026-03-29 05:00:00,2026-03-29 12:00:00,2026-03-27T12:00:00,30,75,0.7,100,6.3,N,> 10 km,Berawan,Mostly Cloudy,
Metro,18.72.01.1001,Lampung,Kota Metro,Metro Pusat,Metro,-5.121654664,105.3044740898,2026-03-29 08:00:00,2026-03-29 15:00:00,2026-03-27T12:00:00,29,75,0.3,83,3.9,NE,> 10 km,Cerah Berawan,Partly Cloudy,
Metro,18.72.01.1001,Lampung,Kota Metro,Metro Pusat,Metro,-5.121654664,105.3044740898,2026-03-29 11:00:00,2026-03-29 18:00:00,2026-03-27T12:00:00,26,92,0.4,100,2.0,SW,> 10 km,Berawan,Mostly Cloudy,
Metro,18.72.01.1001,Lampung,Kota Metro,Metro Pusat,Metro,-5.121654664,105.3044740898,2026-03-29 14:00:00,2026-03-29 21:00:00,2026-03-27T12:00:00,24,96,1.0,78,0.7,W,> 10 km,Cerah Berawan,Partly Cloudy,
Metro,18.72.01.1001,Lampung,Kota Metro,Metro Pusat,Metro,-5.121654664,105.3044740898,2026-03-29 17:00:00,2026-03-30 00:00:00,2026-03-27T12:00:00,23,97,0.6,100,1.6,SW,< 8 km,Berawan,Mostly Cloudy,
Metro,18.72.01.1001,Lampung,Kota Metro,Metro Pusat,Metro,-5.121654664,105.3044740898,2026-03-29 20:00:00,2026-03-30 03:00:00,2026-03-27T12:00:00,22,98,0.1,100,2.8,SW,> 10 km,Berawan,Mostly Cloudy,
Metro,18.72.01.1001,Lampung,Kota Metro,Metro Pusat,Metro,-5.121654664,105.3044740898,2026-03-29 23:00:00,2026-03-30 06:00:00,2026-03-27T12:00:00,23,98,0.0,94,2.5,S,< 9 km,Berawan,Mostly Cloudy,
